Time,Country,CO2 emissions (kg per PPP $ of GDP),CO2,CO2 emissions (metric tons per capita),"from electricity and heat production, total (% of total fuel combustion)",from gaseous fuel consumption (% of total),from gaseous fuel consumption (kt) ,from liquid fuel consumption (% of total),from liquid fuel consumption (kt), from manufacturing industries and construction (% of total fuel combustion),"from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",from residential buildings and commercial and public services (% of total fuel combustion),from solid fuel consumption (% of total),from solid fuel consumption (kt),from transport (% of total fuel combustion),CO2 intensity (kg per kg of oil equivalent energy use),Pop
2002,Germany,0.342984371,829724.756,10.0586725,46.32950697,20.86021886,173082.4,37.64164619,312322.057,11.71134827,1.370398895,20.16356768,39.30427634,326117.311,20.42640066,2.448317914,82488495
2002,India,0.409586586,1054258.833,0.964275366,54.92646116,4.474450346,47172.288,27.01748528,284834.225,21.61486169,4.621830775,8.393903117,62.80752281,662153.857,10.44401214,2.28896965,1093317189
2002,Indonesia,0.279151217,306737.216,1.411208735,39.00496446,19.49956963,59812.437,51.1739671,156969.602,21.11861138,4.128718883,11.47183828,20.62332632,63259.417,24.275867,1.856443921,217357793
2002,Italy,0.276951519,452610.476,7.932323042,37.19617852,29.20082963,132166.014,54.74041546,247760.855,16.37943146,2.01845174,16.14058914,11.46174288,51877.049,28.26769072,2.611664742,57059007
2002,Japan,0.339953606,1220047.57,9.573130135,45.41425308,12.49135884,152400.52,52.51540381,640712.908,20.1723238,0.250699477,12.98161252,32.05674612,391107.552,21.18025549,2.398092167,127445000
2002,Mexico,0.364267588,414389.335,4.075235494,47.44021739,22.2609619,92247.052,64.08919959,265578.808,13.98097826,1.70923913,7.043478261,8.381045087,34730.157,29.82880435,2.655357707,101684758
2002,Russian Federation,1.33323816,1557085.207,10.71590102,63.72140308,47.90106942,745860.466,20.79525035,323799.767,10.88473899,1.853128006,9.992972305,28.78190198,448158.738,13.54843992,2.498923354,145306046
2002,Saudi Arabia,0.460200759,326407.004,14.96915013,49.1028755,29.10955826,95015.637,67.29092707,219642.299,23.51328058,0,1.367233409,0,0,26.01269294,2.933964923,21805313
2002,South Africa,0.929312202,356637.752,7.727642398,70.5434184,1.156740972,4125.375,6.299868389,22467.709,12.18101707,1.193317422,4.82528609,91.35169038,325794.615,11.25696102,3.241274363,46150913
2002,Turkey,0.338413446,205685.697,3.157334228,37.09702539,16.40726676,33747.401,38.7281382,79658.241,27.48273893,4.651404246,12.55775321,36.96136635,76024.244,18.20588693,2.771166624,65145367
2002,United Kingdom,0.308293795,528642.054,8.904123108,44.22174348,37.19634855,196635.541,35.47051234,187512.045,11.83734708,1.121412634,19.131338,25.48591168,134729.247,23.68623529,2.41574563,59370479
2002,United States,0.515827814,5641309.133,19.61340408,48.24281727,21.72726321,1225702.084,40.84837549,2304383.137,8.864763315,0.908984167,10.52557421,36.52277465,2060362.622,31.45786103,2.500642832,287625193
2003,Argentina,0.313597826,135062.944,3.546088324,30.83097623,51.18103823,69126.617,43.98349262,59405.4,21.81025915,6.429172082,14.1885177,1.474261512,1991.181,26.73343017,2.217983188,38087868
2003,Australia,0.569206321,336271.234,16.90195895,60.86549906,13.97243244,46985.271,28.4094131,95532.684,12.54038429,1.740066882,3.202403219,56.33573968,189440.887,21.65164655,3.035136,19895400
2003,Brazil,0.181474746,321621.569,1.769005571,17.14090287,9.082513368,29211.322,68.27733248,219594.628,27.51367989,5.225718194,6.573187415,16.2860433,52379.428,43.54651163,1.616379473,181809246
2003,Canada,0.542399164,553100.944,17.47884132,38.05039688,33.01487748,182605.599,44.27110958,244863.925,15.20330987,1.510783286,16.58117418,20.76615042,114857.774,28.65433578,2.095446862,31644028
2003,China,0.89026122,4540417.061,3.524074093,53.75830944,1.338978164,60795.193,16.02703316,727694.148,27.71959868,2.738475357,7.611125642,73.16503296,3321997.639,8.172490882,3.150906634,1288400000
2003,France,0.217330508,380689.605,6.115998108,18.45171805,23.65457785,90050.519,59.76881953,227533.683,17.36248812,3.922314274,24.18036127,14.00183018,53303.512,36.08311829,1.431999646,62244886
2003,Germany,0.332422787,822812.461,9.969354525,46.84225915,21.12013833,173779.13,36.97829158,304261.991,12.00355733,0.125481214,21.04795088,39.91033189,328387.184,19.97953316,2.440775213,82534176
2003,India,0.388847248,1099597.621,0.989271008,56.26402197,4.549744383,50028.881,26.72353708,293851.378,19.86979221,4.985008282,8.450925712,62.96341996,692344.268,10.43025182,2.331567739,1111523144
2003,Indonesia,0.27013212,316792.13,1.437941508,39.3417131,19.79627272,62713.034,51.32075472,162580.112,24.23221459,3.52792536,10.46715045,20.75703206,65756.644,22.4374757,1.911869244,220309469
2003,Italy,0.280996828,468349.24,8.17175128,36.94201694,31.11180708,145711.912,52.23927341,244662.24,17.17475794,1.976950554,16.54797475,12.00751644,56237.112,27.35829982,2.579036274,57313203
2003,Japan,0.336227793,1242093.574,9.725282059,46.79933665,13.15119774,163350.182,51.57238089,640577.229,19.85882553,0.23897606,12.403793,32.51515992,403868.712,20.69821831,2.460113369,127718000
2003,Mexico,0.371916417,440208.682,4.270511506,48.00031164,23.16778568,101986.604,62.11119071,273418.854,13.60307485,1.742585571,6.435360723,9.652966363,42493.196,30.21866722,2.662517427,103081020
2003,Russian Federation,1.1983981,1604242.827,11.09064748,64.05679893,48.91206704,784668.327,20.53003445,329351.605,10.15404803,1.828357959,10.06835421,28.03824623,449801.554,13.89244087,2.485958482,144648257
2003,Saudi Arabia,0.40722736,327272.416,14.57351967,49.47234011,29.93904625,97982.24,66.31072965,217016.727,23.38228114,0,1.359522289,0,0,25.78961205,2.907177623,22456649
2003,South Africa,1.005067391,404459.099,8.657235861,70.54702082,0.611077364,2471.558,9.834356329,39775.949,12.08901651,1.125628141,5.048097631,88.44755524,357734.185,11.1902369,3.437684879,46719196
2003,Turkey,0.344286746,218523.864,3.306488747,35.59773231,18.57296281,40586.356,35.74640891,78114.434,29.34680799,3.978309095,13.76386492,37.67452007,82327.817,17.31328568,2.805962099,66089402
2003,United Kingdom,0.300512156,540006.087,9.053277839,45.34438057,36.42512274,196697.88,35.00994832,189055.852,11.46432195,0.999511517,18.79156803,26.83127237,144890.504,23.40021794,2.426105226,59647577
2003,United States,0.495337853,5675701.926,19.56410453,48.25568025,20.96644351,1189992.838,41.87079801,2376461.689,8.652339398,0.803479904,10.79536845,36.24072703,2056915.642,31.493132,2.510073561,290107933
2004,Argentina,0.326799818,157589.325,4.094082917,31.93885211,52.65619546,82980.543,43.06689936,67868.836,22.05691667,6.95420733,13.19866239,1.396160558,2200.2,25.85818604,2.368967565,38491972
2004,Australia,0.543502735,342699.485,17.02651535,61.32006,13.73816275,47080.613,27.7588144,95129.314,12.34419746,1.67734897,3.065593891,57.24252314,196169.832,21.59279967,3.041487523,20127400
2004,Brazil,0.175511408,337826.042,1.835946431,17.97462634,10.68536569,36097.948,67.04187743,226484.921,26.7521064,4.919779191,6.369241695,16.1268263,54480.619,43.98101817,1.608375601,184006481
2004,Canada,0.511532873,552198.862,17.28827609,36.48615256,32.36223819,178703.911,45.67423266,252212.593,15.83759433,1.532057253,16.13412154,20.02975044,110604.054,30.01197514,2.044607647,31940655
2004,China,0.907502969,5233538.733,4.037990651,50.29465182,1.367713963,71579.84,16.0461155,839779.67,31.37639653,2.669012027,7.462184234,73.34289051,3838428.583,8.197755397,3.184201464,1296075000
2004,France,0.210790054,383758.884,6.120078568,18.23282288,23.96131942,91953.692,60.00363108,230269.265,16.45209378,4.084564304,25.15788047,13.3107824,51081.31,36.06992817,1.422699307,62704895
2004,Germany,0.315070436,816802.248,9.898682369,47.19053654,21.36264052,174490.528,36.2541752,296124.918,12.05546858,0.120529834,20.26143791,40.43431024,330268.355,20.37202714,2.405868803,82516260
2004,India,0.36831573,1154320.262,1.021862866,56.88778239,4.299111142,49625.511,25.71715388,296858.318,19.6631235,4.914078987,8.029992123,64.20266467,741104.367,10.50405049,2.323984249,1129623456
2004,Indonesia,0.266928703,337635.358,1.512122784,37.85965245,18.34394074,61935.63,51.54549601,174035.82,25.4739974,3.83629285,10.41369924,23.02278602,77733.066,22.41635805,1.911440202,223285676
2004,Italy,0.279022942,473970.751,8.216487201,39.19055575,31.90177404,151205.078,50.04603375,237203.562,15.01055223,1.934576152,16.60218079,13.28092965,62947.722,27.25993669,2.592006875,57685327
2004,Japan,0.326518709,1266009.748,9.909203497,46.48952958,12.77096778,161681.697,49.56291782,627471.371,20.38128545,0.233718599,12.5841259,35.01204945,443255.959,20.31219346,2.429792037,127761000
2004,Mexico,0.34937369,441308.782,4.2224472,46.34907743,23.95925083,105734.278,62.75987569,276964.843,14.28643943,1.784218675,6.43130885,8.591062437,37913.113,31.15149362,2.640413659,104514932
2004,Russian Federation,1.087402076,1602115.967,11.12062698,63.38367037,49.55745123,793967.839,20.40508033,326913.05,10.28918594,1.731217699,9.666189507,27.34463872,438092.823,14.92906443,2.47471758,144067054
2004,Saudi Arabia,0.44426988,395834.315,17.11147523,49.76244504,30.14961323,119342.515,66.54592617,263411.611,23.33002411,0,1.322507446,0,0,25.5850234,3.304056006,23132682
2004,South Africa,1.041915907,450186.589,9.519375403,69.605519,1.414875333,6369.579,12.05780055,54282.601,13.07300962,1.033481608,5.300588658,85.38695252,384400.609,10.98740111,3.504546007,47291610
2004,Turkey,0.30975441,225421.491,3.36395109,35.56596484,19.00834513,42848.895,34.31425179,77351.698,28.0809349,4.384778829,14.7092911,38.09314658,85870.139,17.25420127,2.792433136,67010930
2004,United Kingdom,0.282779904,539239.684,8.989140127,44.92171366,37.27116938,200980.936,34.80741506,187695.395,10.93004919,1.090752074,19.41200766,26.08601039,140666.12,23.64547742,2.43312822,59987905
2004,United States,0.471279096,5756075.232,19.65837118,48.20176518,20.30393146,1168709.57,42.18447394,2428170.056,8.994514575,0.984739267,10.37483737,36.56344923,2104619.645,31.44396779,2.494217475,292805298
2005,Argentina,0.299509173,162110.736,4.168128548,31.78745901,50.60396308,82034.457,44.32681868,71858.532,20.79903634,7.207388075,13.69872181,2.017734347,3270.964,26.51408686,2.422381719,38892931
2005,Australia,0.527081349,350172.831,17.16971145,62.10206496,12.40928654,43453.95,28.39056266,99416.037,11.77134868,1.742310174,3.054420305,57.89534311,202733.762,21.32716713,3.085809212,20394800
2005,Brazil,0.169557839,347308.904,1.865977058,18.62479871,11.02183461,38279.813,66.82785708,232099.098,26.24798712,4.847020934,6.177133655,15.20715432,52815.801,44.10305958,1.612900728,186127103
2005,Canada,0.477411739,557417.003,17.28759686,37.72893773,33.12501233,184644.451,44.89997303,250280.084,13.65590192,2.360394707,16.21626673,20.05539146,111792.162,30.0403678,2.052662839,32243753
2005,China,0.890205552,5896957.705,4.523178064,50.22517352,1.441874493,85026.729,14.4289432,850868.678,32.61740658,2.627428804,6.819780929,75.08977903,4428012.51,7.710210168,3.245466184,1303720000
2005,France,0.199996164,385368.697,6.099598855,19.83694185,24.38267787,93963.208,59.15730177,227973.723,14.81831435,5.631445386,24.39123157,13.70716807,52823.135,35.3193672,1.422760647,63179351
2005,Germany,0.302372087,797180.131,9.666372234,47.76170624,22.34708569,178146.527,36.07337863,287569.807,12.03924958,0.137271849,20.28572881,39.63559084,315967.055,19.77604352,2.365438437,82469422
2005,India,0.350532189,1222563.132,1.06531244,55.56049575,4.129023744,50479.922,24.53958656,300011.938,21.43518776,4.579558717,7.806739658,65.27852764,798071.212,10.6189444,2.368593406,1147609927
2005,Indonesia,0.248082953,341991.754,1.511302112,38.95202813,15.93467865,54495.287,51.14087195,174897.565,25.59964837,3.434635188,9.842396082,25.91945272,88642.391,22.17443175,1.902420804,226289470
2005,Italy,0.271734052,473384.031,8.166090128,38.94282396,34.18233367,161813.709,48.36358284,228945.478,14.56465999,1.959194407,17.5933028,13.20985646,62533.351,26.93782735,2.540254415,57969484
2005,Japan,0.306311585,1239255.316,9.698882518,46.90957569,13.04520222,161663.362,50.43113142,624970.477,20.49980045,0.222473189,12.64445897,33.72146011,417894.987,19.72454083,2.387135745,127773000
2005,Mexico,0.347570634,466361.726,4.399422979,46.24637787,22.6438535,105602.266,62.47542814,291361.485,14.29371515,1.811673607,5.941510215,10.04497633,46845.925,31.70672316,2.610779082,106005203
2005,Russian Federation,0.951884251,1615089.813,11.25352867,63.96946668,49.58598126,800858.132,20.5347392,331654.481,10.44436645,1.183807351,9.496780638,26.84912099,433637.418,14.90557888,2.478250047,143518523
2005,Saudi Arabia,0.409966034,397642.146,16.69630041,50.4866425,32.02844021,127358.577,64.60558107,256899.019,22.7379514,0,1.355886696,0,0,25.4195194,3.244772531,23816183
2005,South Africa,0.888859738,416915.898,8.707407369,67.4259314,1.515471353,6318.241,6.68109135,27854.532,14.22815547,0.961615945,5.78043998,90.43221278,377026.272,11.60117113,3.250786705,47880601
2005,Turkey,0.294081491,237390.579,3.496000757,37.55492854,21.98897076,52199.745,32.12382409,76258.932,25.45908691,4.241639299,15.66214904,36.89543847,87586.295,17.08219622,2.818979728,67903469
2005,United Kingdom,0.276463953,542580.321,8.982938536,45.77426339,36.07929009,195759.128,35.71838906,193800.95,10.39630989,1.204932693,18.68210487,26.42417361,143372.366,23.94238916,2.436804536,60401206
2005,United States,0.444111918,5789727.291,19.59188523,48.94208798,20.08723944,1162996.384,42.25438018,2446413.381,8.369473911,0.963475949,10.02688403,36.67831422,2123574.368,31.6982535,2.496894922,295516599
2006,Argentina,0.291177333,175436.614,4.465186021,31.69932581,47.84498976,83937.63,46.72881568,81979.452,21.29040388,6.300800202,14.37842606,2.205175369,3868.685,26.33104404,2.40965225,39289878
2006,Australia,0.514518238,365346.877,17.65139831,62.51490659,14.49348094,52951.48,26.86513234,98150.922,11.29985425,1.597985955,3.060818868,57.31449047,209396.701,21.52643434,3.091668017,20697900
2006,Brazil,0.158469151,347668.27,1.847654542,18.50141706,11.52621032,40072.976,66.39805928,230844.984,25.99433175,4.827564245,6.104512308,15.03427908,52269.418,44.56899022,1.560327817,188167356
2006,Canada,0.439388785,543819.767,16.69635141,37.66313058,33.48392796,182092.219,43.88642019,238663.028,13.90521255,2.463176372,15.29420743,20.58650987,111953.51,30.67236511,2.026269427,32571174
2006,China,0.848753681,6529291.518,4.980314197,51.57791127,1.590347723,103838.439,13.77284823,899269.411,31.84539514,2.470538891,6.495481052,75.19024978,4909390.601,7.610673648,3.28695929,1311020000
2006,France,0.182096249,375764.824,5.906266386,19.258582,24.15001171,90747.249,59.81731595,224772.432,15.05278032,5.652065497,23.69434516,13.04161137,49005.788,36.34222702,1.409999488,63621381
2006,Germany,0.289455734,816472.218,9.911476012,47.57209884,22.24393004,181615.509,35.34003431,288541.562,12.08758211,0.102596184,21.03847357,40.35768502,329509.286,19.1992493,2.357262782,82376451
2006,India,0.335756566,1303717.509,1.118603899,55.53305756,3.795492325,49482.498,24.3075772,316902.14,22.39641268,4.209538376,7.464891546,65.63524008,855698.117,10.39696885,2.399725558,1165486291
2006,Indonesia,0.230328122,345119.705,1.504981339,38.26902717,16.65303087,57472.891,44.22355629,152624.207,30.86107517,2.843783084,8.287260322,32.2987834,111469.466,19.74179508,1.875706169,229318262
2006,Italy,0.249664586,469346.664,8.072145596,40.00801675,33.76461029,158473.072,47.68735546,223819.012,13.7531733,1.946287801,16.63029439,13.46802925,63211.746,27.66222776,2.54176772,58143979
2006,Japan,0.291084663,1231495.944,9.632048618,46.50962713,14.40899021,177446.13,48.46649515,596862.922,21.62276098,0.231429702,11.9594955,34.29244384,422310.055,19.67668668,2.376005321,127854000
2006,Mexico,0.322682535,479251.231,4.455657766,44.38925637,24.62871003,118033.396,59.4515391,284922.233,15.57402133,1.84317695,5.852027965,10.50171011,50329.575,32.34151738,2.623157997,107560153
2006,Russian Federation,0.782519455,1669262.404,11.66912207,64.69845978,49.21684841,821558.347,20.74857429,346348.15,9.920387137,1.037438859,9.440368405,26.92086325,449379.849,14.90334582,2.488937701,143049528
2006,Saudi Arabia,0.421298284,432739.003,17.66403491,49.75834728,31.22219492,135110.615,65.62804532,283998.149,23.14180118,0,1.247749313,0,0,25.85210222,3.186694645,24498310
2006,South Africa,0.877674495,447894.714,9.236950117,67.43501979,1.368898495,6131.224,11.86078499,53123.829,13.13509466,1.107070275,6.463258102,85.3621195,382332.421,11.85688309,3.517772674,48489459
2006,Turkey,0.279333308,261614.781,3.80492901,37.6753507,22.73804017,59486.074,29.01896472,75917.901,25.5260521,4.087341349,15.32648631,39.18674572,102518.319,17.38476954,2.808465699,68756810
2006,United Kingdom,0.257527875,541458.219,8.89871022,46.67342685,34.28892636,185660.21,35.16054098,190379.639,10.2397987,1.045950463,17.85251535,28.77818187,155821.831,24.18830864,2.47268103,60846820
2006,United States,0.412410144,5697285.888,19.09406652,48.6054134,20.21022563,1151434.333,42.03618028,2394921.367,8.849519607,1.072182175,9.236012182,36.75820512,2094220.033,32.23705116,2.480505119,298379912
2007,Argentina,0.259742594,175176.257,4.414246417,33.81651265,49.80636788,87248.931,44.53538758,78015.425,20.51096213,5.405568642,14.61617443,2.091226895,3663.333,25.64474241,2.375303972,39684295
2007,Australia,0.488650487,372090.49,17.86526004,62.68421732,16.31221051,60696.184,26.61673401,99038.336,11.16789263,1.530520067,3.050716221,55.73667094,207390.852,21.56665376,3.044342767,20827600
2007,Brazil,0.151997423,363212.683,1.910334175,17.42506977,11.17224808,40579.022,66.13696251,240217.836,27.49362941,4.881082393,6.021720665,15.23791255,55346.031,44.18153137,1.542568005,190130443
2007,Canada,0.427368232,554355.058,16.85532052,38.74406731,32.48772937,180097.371,43.4916057,241097.916,13.42406156,2.462965626,14.98453905,22.01370606,122034.093,30.38436646,2.052175954,32889025
2007,China,0.779152283,7030797.772,5.334909929,51.33483908,1.843618892,129621.116,13.2006409,928110.366,32.77123074,2.280565875,6.156229275,75.30062859,5294234.917,7.457135039,3.272607497,1317885000
2007,France,0.169159952,369142.222,5.76638535,20.33667744,23.87896609,88147.346,59.35271095,219095.916,14.90959587,5.798333617,22.00589469,13.75538911,50776.949,36.95233237,1.401129147,64016225
2007,Germany,0.260297016,780546.619,9.488039888,51.18150283,22.44558553,175198.259,32.5702232,254225.776,12.52314754,0.076941134,16.87358181,42.84801533,334448.735,19.34482669,2.380453467,82266372
2007,India,0.327908297,1407607.286,1.189651807,55.45391293,3.746697998,52738.794,23.85178894,335739.519,22.92256361,3.49072566,6.926105726,66.20651387,931927.713,11.20669207,2.452386556,1183209472
2007,Indonesia,0.229514107,375544.804,1.616120599,39.17307258,15.21110807,57124.526,44.2985197,166360.789,30.24530861,2.588740674,8.031878815,34.29187986,128781.373,19.95817319,2.050725455,232374245
2007,Italy,0.232887185,462676.391,7.917347216,40.65119862,34.41861571,159246.809,46.69144746,216030.304,13.71731545,1.873838764,15.50278697,13.76522711,63688.456,28.2548602,2.513781482,58438310
2007,Japan,0.283551769,1252229.162,9.782963899,49.834223,15.19330221,190254.961,46.82329583,586334.965,20.06481881,0.206392361,11.17834289,35.28783025,441884.501,18.71622294,2.438028123,128001000
2007,Mexico,0.308015024,480520.013,4.401555404,44.50852325,24.4255527,117369.669,59.70283656,286884.078,14.38762275,1.88299055,5.600333519,9.547539282,45877.837,33.61821382,2.647388748,109170502
2007,Russian Federation,0.701122359,1666886.188,11.67245657,62.96888043,50.29786785,838408.212,20.36236922,339417.52,11.14031198,1.195351628,9.652154633,25.71981063,428719.971,15.04264921,2.478309738,142805088
2007,Saudi Arabia,0.36098197,387777.916,15.39742391,47.37916542,29.28755154,113570.657,66.70764459,258677.514,23.98979285,0,1.239867908,0,0,27.39117382,2.763500261,25184597
2007,South Africa,0.845068147,466578.079,9.498785998,67.83926017,1.692903794,7898.718,12.72585804,59376.064,10.91610464,1.139382792,7.64868179,84.1209711,392490.011,12.45146127,3.422226699,49119759
2007,Turkey,0.275499638,284658.209,4.090983743,40.08739217,24.47859636,69680.334,26.86178778,76464.284,23.07605379,4.041887972,14.92824048,39.97706983,113798.011,17.86642558,2.846568227,69581848
2007,United Kingdom,0.243370874,528425.701,8.617163681,46.45631534,35.525284,187724.731,34.91877338,184519.773,10.27332886,1.001246763,17.42591349,27.80858136,146947.691,24.84127745,2.503795613,61322463
2007,United States,0.400573428,5789030.561,19.21789784,49.05484834,21.50102332,1244700.811,41.06448223,2377235.426,8.546112637,0.981030134,9.652541568,36.46659906,2111062.564,31.76581907,2.477118674,301231207
2008,Argentina,0.264324371,189107.19,4.718224428,34.45230682,47.69439597,90193.532,46.92069032,88730.399,18.86781772,7.16105293,13.98811209,2.051580376,3879.686,25.53637136,2.435034814,40080160
2008,Australia,0.484816106,385904.079,18.16087566,62.05923836,16.97026711,65488.953,27.7468951,107076.4,11.48352353,1.536094371,3.056802154,53.96866121,208267.265,21.86434158,3.044743216,21249200
2008,Brazil,0.15140798,387631.236,2.018593476,19.67288511,12.52979907,48569.415,65.26847542,253000.998,26.03696571,5.148179022,5.728822329,14.44829152,56006.091,43.41314783,1.5593846,192030362
2008,Canada,0.418972078,561028.998,16.8745152,39.63341623,32.19407297,180618.085,46.10703688,258673.847,12.29989868,2.566086396,14.935986,19.85894872,111414.461,30.56829695,2.059153229,33247118
2008,China,0.748771229,7553070.247,5.701915025,50.1620645,1.98325906,149796.95,12.8545288,970911.59,33.93352178,2.233493935,5.79845895,75.91833148,5734164.907,7.872612159,3.408393199,1324655000
2008,France,0.162144443,366325.966,5.690501857,19.70556224,24.93643516,91348.637,58.99917916,216129.313,14.58154322,6.043420977,24.03906742,13.21848285,48422.735,35.63040614,1.384353065,64374984
2008,Germany,0.249977074,780564.954,9.506321178,48.05809589,22.64095987,176727.398,35.35530062,275971.086,12.87551434,0.067073407,19.7995537,39.92680704,311654.663,19.20105254,2.354897119,82110097
2008,India,0.347658578,1568379.567,1.306253903,53.62066787,4.023137659,63098.069,25.72100603,403403.003,23.47209525,4.278058968,6.596951251,64.23810092,1007497.249,12.03296989,2.60438403,1200669765
2008,Indonesia,0.235557481,416560.199,1.769060263,40.28674245,14.49069958,60362.487,38.03357483,158432.735,27.4947164,2.678928429,7.357057177,41.59176739,173254.749,22.17969955,2.23056385,235469762
2008,Italy,0.214721431,447186.983,7.60176497,40.46974857,35.60504801,159221.14,45.7748731,204699.274,13.28544106,1.856603069,16.89368848,13.82135155,61807.285,27.49685124,2.462057217,58826731
2008,Japan,0.271547962,1210135.669,9.449533972,50.00892379,15.8484517,191787.767,45.74478723,553573.987,19.48420489,0.171336784,10.94592183,35.81833113,433450.401,19.38961271,2.449059047,128063000
2008,Mexico,0.298235917,493251.837,4.451117906,42.60133259,24.05751203,118664.12,58.51640386,288633.237,14.88524894,1.947991856,5.591800851,8.275159652,40817.377,34.97131223,2.74545985,110815271
2008,Russian Federation,0.595850917,1714978.893,12.01450651,61.89268519,48.91560237,838892.256,21.57997259,370091.975,11.08615052,1.208192796,10.02536111,26.46751297,453912.261,15.78696671,2.491020383,142742350
2008,Saudi Arabia,0.369703772,430175.77,16.61645475,47.27043058,29.11686983,125253.719,67.19376012,289051.275,24.48648946,0,1.191783831,0,0,27.05129613,2.748021434,25888541
2008,South Africa,0.855295405,496772.157,9.979458339,69.32019565,1.635774446,8126.072,12.73925785,63285.086,10.36601215,1.14127738,7.653410836,84.27191059,418639.388,11.52146688,3.382691026,49779471
2008,Turkey,0.251201431,283979.814,4.032738479,43.19365798,24.3511273,69152.286,26.24803078,74539.109,14.19026048,6.296715742,19.46017365,40.36698432,114634.087,16.85919215,2.876878865,70418604
2008,United Kingdom,0.231271832,520688.331,8.424423983,45.62615645,37.15887403,193481.921,35.16088821,183078.642,9.800795244,0.805086414,19.61536947,26.10058242,135902.687,24.15259242,2.50579203,61806995
2008,United States,0.381578909,5614110.994,18.46176387,49.33631128,22.10078237,1240762.453,39.93809202,2242168.815,8.612531343,0.971765107,10.08904823,37.02264298,2078492.27,30.99052547,2.465486364,304093966
2009,Argentina,0.265342507,179961.692,4.445387803,36.18759993,48.93634363,88066.672,45.81465482,82448.828,18.19150826,7.147509919,14.44898443,1.797212487,3234.294,24.01847575,2.383154987,40482788
2009,Australia,0.451613964,394792.887,18.20018196,63.31750922,17.01451779,67172.106,27.21969887,107461.435,10.54239685,1.510024746,3.169031867,54.50163012,215168.559,21.46103732,3.104481143,21691700
2009,Brazil,0.142501316,367147.374,1.893620024,17.68604723,10.66498871,39156.226,68.40454645,251145.496,25.1464332,5.360996362,6.042296073,12.11921456,44495.378,45.76422714,1.526894621,193886508
2009,Canada,0.41140418,536764.459,15.96140637,39.54873752,33.37272932,179132.95,48.03350253,257826.77,11.39252828,2.267993069,15.1770592,17.00335435,91267.963,31.61368194,2.047089701,33628895
2009,China,0.719540948,8001008.965,6.010102433,50.36598678,2.056469262,164538.29,12.2878507,983152.036,34.34397776,2.177276227,5.573417248,75.40844083,6033436.111,7.539341978,3.379436099,1331260000
2009,France,0.15679198,351899.988,5.438357063,19.54050568,25.03230378,88088.674,60.43412113,212667.665,12.76206473,5.065834858,25.75207702,11.98678671,42181.501,36.87951771,1.389655278,64707040
2009,Germany,0.2380673,722263.321,8.818595562,47.66697672,23.06321492,166577.142,36.15806014,261156.406,12.05453208,0.07219114,19.79564354,38.70574676,279557.412,20.41065652,2.326498584,81902307
2009,India,0.354606412,1738645.711,1.427780473,52.29103743,5.248105489,91245.961,26.16038116,454836.345,24.28175828,5.43993338,6.272677404,62.60163288,1088420.605,11.71459351,2.621576834,1217726215
2009,Indonesia,0.239443364,446409.579,1.870792581,40.49647916,14.46971751,64594.205,40.63431824,181395.489,26.4103899,2.685152204,6.063512069,38.87889467,173559.11,24.34446667,2.211346036,238620563
2009,Italy,0.19689566,401591.505,6.795651486,38.40619379,36.4443227,146357.304,47.03191344,188876.169,11.26665103,2.103699069,19.07666641,12.01479249,48250.386,29.14678971,2.367888234,59095365
2009,Japan,0.259673968,1103869.676,8.620816388,48.71973885,16.755252,184956.146,45.7977331,505547.288,18.60293979,0.235862407,12.27805347,34.97116547,386036.091,20.16340548,2.343561315,128047000
2009,Mexico,0.290696681,475950.931,4.232033444,45.32788627,25.95517478,123533.896,57.35132095,272964.146,12.30311474,2.037924764,5.459654757,8.582126925,40846.713,34.87378091,2.645820111,112463887
2009,Russian Federation,0.568534767,1574045.082,11.02385623,61.88671124,50.98451704,802519.283,22.80044543,358889.29,11.53021057,1.023333958,9.7105645,23.41734111,368599.506,15.84848548,2.432831334,142785342
2009,Saudi Arabia,0.4084012,468965.296,17.61021255,48.09699526,25.52233204,119690.88,69.58588765,326333.664,23.99051133,0,1.154454402,0,0,26.76067475,2.814190158,26630303
2009,South Africa,0.873086688,503112.4,9.967159109,63.98778228,1.400145773,7044.307,15.34037901,77179.349,15.29217365,1.191728006,7.821340944,82.09183673,413014.21,11.70697511,3.494679227,50477011
2009,Turkey,0.251498144,277844.923,3.895674046,43.7059259,23.83692539,66229.687,24.50078528,68074.188,15.2998013,5.419410138,18.33482682,41.97363038,116621.601,17.23613979,2.841213512,71321399
2009,United Kingdom,0.217853139,471719.213,7.574622131,44.38735522,37.99158886,179213.624,36.86051664,173878.139,8.841330663,0.753287468,20.26256205,23.71831249,111883.837,25.75111034,2.408016486,62276270
2009,United States,0.364283331,5263505.457,17.15773779,48.6100233,23.32992655,1227971.957,40.89019494,2152257.642,7.958991146,0.977563883,10.76570304,34.99603935,1842018.441,31.68771863,2.431382148,306771529
2010,Argentina,0.248701721,187919.082,4.607163748,35.88533272,46.2962963,86999.575,48.01545486,90230.202,18.13262722,5.986645176,15.00690767,2.125043906,3993.363,24.98273083,2.388799481,40788453
2010,Australia,0.451141252,390861.863,17.74084505,62.92293474,16.66494666,65136.921,29.37263695,114806.436,9.765364276,1.573650973,3.252554295,52.77936748,206294.419,22.48549571,3.062401128,22031750
